time_s,wave_elevation_m,body_position_x_m,body_position_y_m,body_position_z_m,body_roll_rad,body_pitch_rad,body_yaw_rad,body_velocity_x_m_s,body_velocity_y_m_s,body_velocity_z_m_s,body_omega_x_rad_s,body_omega_y_rad_s,body_omega_z_rad_s,body_acceleration_x_m_s2,body_acceleration_y_m_s2,body_acceleration_z_m_s2,body_alpha_x_rad_s2,body_alpha_y_rad_s2,body_alpha_z_rad_s2,body_forceTotal_x_N,body_forceTotal_y_N,body_forceTotal_z_N,body_forceTotal_Mx_Nm,body_forceTotal_My_Nm,body_forceTotal_Mz_Nm,body_forceExcitation_x_N,body_forceExcitation_y_N,body_forceExcitation_z_N,body_forceExcitation_Mx_Nm,body_forceExcitation_My_Nm,body_forceExcitation_Mz_Nm,body_forceRadiationDamping_x_N,body_forceRadiationDamping_y_N,body_forceRadiationDamping_z_N,body_forceRadiationDamping_Mx_Nm,body_forceRadiationDamping_My_Nm,body_forceRadiationDamping_Mz_Nm,body_forceAddedMass_x_N,body_forceAddedMass_y_N,body_forceAddedMass_z_N,body_forceAddedMass_Mx_Nm,body_forceAddedMass_My_Nm,body_forceAddedMass_Mz_Nm,body_forceRestoring_x_N,body_forceRestoring_y_N,body_forceRestoring_z_N,body_forceRestoring_Mx_Nm,body_forceRestoring_My_Nm,body_forceRestoring_Mz_Nm,body_forceMorisonAndViscous_x_N,body_forceMorisonAndViscous_y_N,body_forceMorisonAndViscous_z_N,body_forceMorisonAndViscous_Mx_Nm,body_forceMorisonAndViscous_My_Nm,body_forceMorisonAndViscous_Mz_Nm,body_forceLinearDamping_x_N,body_forceLinearDamping_y_N,body_forceLinearDamping_z_N,body_forceLinearDamping_Mx_Nm,body_forceLinearDamping_My_Nm,body_forceLinearDamping_Mz_Nm,constraint_position_x_m,constraint_position_y_m,constraint_position_z_m,constraint_roll_rad,constraint_pitch_rad,constraint_yaw_rad,constraint_velocity_x_m_s,constraint_velocity_y_m_s,constraint_velocity_z_m_s,constraint_omega_x_rad_s,constraint_omega_y_rad_s,constraint_omega_z_rad_s,constraint_acceleration_x_m_s2,constraint_acceleration_y_m_s2,constraint_acceleration_z_m_s2,constraint_alpha_x_rad_s2,constraint_alpha_y_rad_s2,constraint_alpha_z_rad_s2,constraint_force_x_N,constraint_force_y_N,constraint_force_z_N,constraint_moment_x_Nm,constraint_moment_y_Nm,constraint_moment_z_Nm
0,0.925,0,0,1.02190051686788,0,0,0,0,0,1.7623092113811e-06,0,0,0,-1.0842021724855e-19,-4.33680868994202e-19,-1.46115478238271,0,0,0,0.000341333207011979,-4.06867184897073e-06,-148.951221196496,-7.91822781289664e-05,-0.000480862783833101,0.00839038397149162,-0.000237005697851808,-2.40847393191364e-05,1706.80510213737,-0.000101164544513921,-0.0114167696064371,0.0108104796037885,-7.40434464670624e-13,-6.13322120415177e-13,6.70881525683295e-06,-3.68604890137543e-13,-4.49038177665737e-11,4.4110402460141e-11,-0.000578338904123352,-2.00160668568436e-05,77.0467796592586,-2.15466630557498e-05,0.000294317290437883,0.0024200955881865,0,0,1778.70953696579,-4.35602960599979e-07,-0.0112302240681381,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.924900516867885,0,0,0,0,0,1.7623092113811e-06,0,0,0,0,0,-1.46115478238271,0,0,0,-0.000341333207012003,4.0686718489359e-06,0,7.5024500263573e-05,0.000132054203163363,-0.00839038397149162
0.0625,0.922148533703144,0,0,1.01904843525787,0,0,0,-1.35525271560688e-20,0,-0.091221118973133,0,0,0,0,0,-1.45661882427239,0,0,0,-1.73462662350116,-0.00012821773557162,-148.488822203607,-0.000567290545178424,-0.200586197086324,0.00835661356483684,-1.73520313012588,-0.000148139967530437,1701.19629808806,-0.000589186889399988,-0.211484141948251,0.0107669189899441,3.83265660517057e-08,3.17469430188142e-08,-0.34726348291213,1.90798245393976e-08,2.32432338001706e-06,-2.28325440551713e-06,-0.000576544951290667,-1.9953978901836e-05,76.8077878023537,-2.14798273354694e-05,0.000293404345911556,0.00241258867951275,0,0,1773.22459597223,-4.3559671063486e-07,-0.0111936735312186,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.922048435257871,0,0,0,0,0,-0.091221118973133,0,0,0,0,0,-1.45661882427239,0,0,0,1.73462662350116,0.00012821773557159,0,0.000436630462371912,1.96825474352182,-0.00835661356483684
0.125,0.913611715050504,0,0,1.01050969325215,0,0,0,0,0,-0.181876991622558,0,0,0,-1.0842021724855e-19,-4.33680868994202e-19,-1.44302279049279,0,0,0,-3.45890006345299,-0.000251577441802106,-147.102832259682,-0.00105189984022852,-0.39945869781741,0.00827146067476947,-3.45947115024309,-0.000271281863580375,1685.09905315587,-0.00107357670118838,-0.410247644229341,0.0106569767401627,7.64156437804774e-08,6.3297167963652e-08,-0.69237516798091,3.80414220629538e-08,4.6342442262738e-06,-4.55236075877028e-06,-0.00057116320574611,-1.97677189462325e-05,76.0908272793795,-2.12793243828333e-05,0.000290665569814672,0.00239006842615204,0,0,1756.80343330415,-4.35577999094662e-07,-0.0110842462259725,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.913509693252147,0,0,0,0,0,-0.181876991622558,0,0,0,0,0,-1.44302279049279,0,0,0,3.45890006345299,0.000251577441802375,0,0.000797678396683876,3.89471073992712,-0.00827146067476947
0.1875,0.899442176367851,0,0,0.996337362463105,0,0,0,0,0,-0.271402680454771,0,0,0,-1.0842021724855e-19,0,-1.42047255163756,0,0,0,-5.16184825693229,-0.000373386869339909,-144.804043892935,-0.00153002199082943,-0.59587224967562,0.00813540592515148,-5.16241038032847,-0.000392751216730988,1658.61261220867,-0.00155134755561356,-0.606481833362607,0.0104813306849739,1.14029874618436e-07,9.44540642401982e-08,-1.03318443302773,5.67666301498052e-08,6.91536787403494e-06,-6.79317873748102e-06,-0.000562237426050479,-1.94588014553188e-05,74.9017276414454,-2.09467844719946e-05,0.000286123230925945,0.00235271793855988,0,0,1729.54811289319,-4.35546942278904e-07,-0.0109026222857876,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.899337362463105,0,0,0,0,0,-0.271402680454771,0,0,0,0,0,-1.42047255163757,0,0,0,5.16184825693229,0.000373386869340075,0,0.00115800270225286,5.73881452742232,-0.00813540592515148
0.25,0.879727277573018,0,0,0.976619471076904,0,0,0,0,-1.0842021724855e-19,-0.359243362870341,0,0,0,0,4.33680868994202e-19,-1.38913214093207,0,0,0,-6.83297195238434,-0.000492894687496063,-141.609178774148,-0.00199870885471989,-0.788615894295084,0.0079492476760495,-6.83352163374316,-0.0005117991280274,1621.90027296254,-0.00201955383648288,-0.798976860317483,0.0102410637407161,1.50936149771877e-07,1.25024541458332e-07,-1.3675791615773,7.51394020120275e-08,9.1535573870938e-06,-8.99182119403816e-06,-0.000549832294973163,-1.90294650727952e-05,73.2491059797453,-2.04846174319088e-05,0.000279810246376278,0.0023008078858606,0,0,1691.62792491852,-4.35503733089886e-07,-0.0106499298261628,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.879619471076904,0,0,0,0,0,-0.359243362870341,0,0,0,0,0,-1.38913214093207,0,0,0,6.83297195238434,0.000492894687496026,0,0.00151733830572054,7.46182934831599,-0.0079492476760495
0.3125,0.854588567572943,0,0,0.951478362568828,0,0,0,-8.13151629364128e-20,0,-0.444856392572598,0,0,0,0,4.33680868994202e-19,-1.34922544645768,0,0,0,-8.46196810429199,-0.000609363667197693,-137.541060223298,-0.00245507036567847,-0.976501299262846,0.00771408245281493,-8.46250195390929,-0.000627691627509043,1575.18837919704,-0.00247530889638048,-0.986545929241735,0.00993765723299747,1.86906476322427e-07,1.54819746847406e-07,-1.69349359029443,9.30462376592245e-08,1.13349860826753e-05,-1.11347057523269e-05,-0.00053403652377966,-1.84827800581965e-05,71.1447804812952,-1.98961283000433e-05,0.00027177176142412,0.00223470948593487,0,0,1643.27815252933,-4.35448639627385e-07,-0.0103277367263952,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.854478362568828,0,0,0,0,0,-0.444856392572598,0,0,0,0,0,-1.34922544645768,0,0,0,8.46196810429199,0.000609363667198215,0,0.00187527402140386,9.02788085524424,-0.00771408245281493
0.375,0.824181034874244,0,0,0.921069823322817,0,0,0,-5.42101086242752e-20,0,-0.527714794483224,0,0,0,0,0,-1.30102925094481,0,0,0,-10.038793397437,-0.000722075314926792,-132.627903680799,-0.00289629244717606,-1.15837008479727,0.0074313089048174,-10.0393081354621,-0.000739714199378446,1518.76492527049,-0.00291580285380817,-1.1680326144524,0.00957298176383109,2.21719445616322e-07,1.83656281563247e-07,-2.00892161354079,1.10376914895658e-07,1.34462265822404e-05,-1.3208642285075e-05,-0.000514959744590353,-1.78225407332173e-05,68.6033564264255,-1.91854015437242e-05,0.000262063567973454,0.00215488150129876,0,0,1584.79839413841,-4.3538200327696e-07,-0.00993803944968486,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.824069823322817,0,0,0,0,0,-0.527714794483224,0,0,0,0,0,-1.30102925094481,0,0,0,10.038793397437,0.000722075314926407,0,0.00223121066443044,10.4047997457488,-0.0074313089048174
0.4375,0.788692152027535,0,0,0.88558200382439,0,0,0,0,0,-0.607310377432446,0,0,0,0,4.33680868994202e-19,-1.2448669117199,0,0,0,-11.5537261691045,-0.000830334365622029,-126.902672436536,-0.0033196544300956,-1.3331009661284,0.00710262681997225,-11.5542186439514,-0.000847176187228767,1452.97778053905,-0.00333831991703936,-1.34231799018474,0.00914928567875114,2.55161541061631e-07,2.11357283972377e-07,-2.31192863286391,1.27025140371049e-07,1.5474330123148e-05,-1.52009108241404e-05,-0.000492730008446413,-1.70531788907111e-05,65.6418928790892,-1.83572078477834e-05,0.000250750831336864,0.00206185976960303,0,0,1516.55048872937,-4.35304236345874e-07,-0.0094832492178016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.78858200382439,0,0,0,0,0,-0.607310377432446,0,0,0,0,0,-1.2448669117199,0,0,0,11.5537261691045,0.000830334365622409,0,0.00258432525874364,11.5648729386022,-0.00710262681997224
0.5,0.748340719796827,0,0,0.845234157668658,0,0,0,-5.42101086242752e-20,2.16840434497101e-19,-0.68315645657793,0,0,0,0,0,-1.18110245200984,0,0,0,-12.9974263479151,-0.000933473122715079,-120.402475292972,-0.00372254588421649,-1.49961666708624,0.00673003312005474,-12.9978935523328,-0.000949415052170135,1378.23254462647,-0.00374025512787791,-1.50832752914153,0.00866918120501554,2.87028281952942e-07,2.37753377113279e-07,-2.60066192078868,1.42889119002174e-07,1.74068959261655e-05,-1.70993297023514e-05,-0.00046749144600451,-1.61796828321695e-05,62.2795910427201,-1.74169169611247e-05,0.000237906899760607,0.00195624741466315,0,0,1438.95609079751,-4.35215819299807e-07,-0.0089661758509815,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.748234157668658,0,0,0,0,0,-0.68315645657793,0,0,0,0,0,-1.18110245200984,0,0,0,12.9974263479151,0.000933473122715078,0,0.00293354251563205,12.4854853781267,-0.00673003312005474
0.5625,0.703375518180031,0,0,0.800275221372014,0,0,0,-5.42101086242752e-20,-2.16840434497101e-19,-0.754790235732909,0,0,0,-1.0842021724855e-19,0,-1.11013566372765,0,0,0,-14.3609930395322,-0.00103085561117333,-113.168067339429,-0.00410248275174827,-1.65689056218837,0.00631581396923823,-14.3614321247259,-0.00104580045760233,1294.99004676743,-0.00411913042209205,-1.66503772731137,0.00813562834635574,3.17125224406862e-07,2.62683497798657e-07,-2.87335968994062,1.57872052261012e-07,1.92321318974315e-05,-1.88923151829135e-05,-0.000439402318908474,-1.52075299268057e-05,58.5375346623532,-1.63704250983891e-05,0.000223612312765458,0.00183870669230043,0,0,1352.49393913444,-4.35117297650687e-07,-0.0083900095676605,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.703275221372014,0,0,0,0,0,-0.754790235732909,0,0,0,0,0,-1.11013566372765,0,0,0,14.3609930395322,0.00103085561117355,0,0.00327751454931402,13.149637446022,-0.00631581396923823
