time,ax,ay,az
0,-4.91371237859686e-05,4.47107794480677e-07,-0.633137023309599
0.0625,-0.0939480383225245,1.98587119087113e-05,-0.625209083826931
0.125,-0.185534603604402,3.79404300787564e-05,-0.601585208438707
0.1875,-0.27255543614656,5.34898652509517e-05,-0.562924163760763
0.25,-0.352869084462118,6.55201155760745e-05,-0.510286461625274
0.3125,-0.424498543047931,7.33450393809074e-05,-0.445090959045298
0.375,-0.485679828789656,7.66367524681594e-05,-0.369060943478332
0.4375,-0.534905456190425,7.54494133799825e-05,-0.284164017779653
0.5,-0.570961733861254,7.02065445838709e-05,-0.192549898162532
0.5625,-0.592958932496793,6.16527914387796e-05,-0.0964896166537676
0.625,-0.600353531290988,5.07747540166277e-05,0.0016813641343469
0.6875,-0.592961934913751,3.86988915229213e-05,0.0996147856242363
0.75,-0.570965263975617,2.65770503732108e-05,0.194995799654885
0.8125,-0.534905053030892,1.54715475351507e-05,0.285584537604347
0.875,-0.485669933916765,6.25175497086575e-06,0.369254465686016
0.9375,-0.424473629072933,-4.872142203187e-07,0.444029161810452
1,-0.352824818939173,-4.47561902035905e-06,0.508118927210602
1.0625,-0.272489669164359,-5.78521438596483e-06,0.559958046491352
1.125,-0.185447997888063,-4.80929921576093e-06,0.598242649206033
1.1875,-0.0938442235271471,-2.20928565408191e-06,0.621968160584827
1.25,6.56452746004166e-05,1.16629881348412e-06,0.630464429286104
1.3125,0.0939696352945252,4.38179307962359e-06,0.623425944440534
1.375,0.185556666795174,6.52295447598411e-06,0.600934224844227
1.4375,0.272573256362018,6.80282143458065e-06,0.563469547574192
1.5,0.352878704402447,4.65385639027242e-06,0.511909685518123
1.5625,0.424497461817191,-2.03325795423406e-07,0.447514184232328
1.625,0.485667447640934,-7.7219556552738e-06,0.371893816109692
1.6875,0.534883186089811,-1.75258962986581e-05,0.286966056859851
1.75,0.570932745602526,-2.89414914727416e-05,0.194898576070658
1.8125,0.592927593683268,-4.10608603003896e-05,0.0980436717949779
1.875,0.600324630216091,-5.28295619747962e-05,-0.00113280677518159
1.9375,0.59293982930482,-6.31490056570292e-05,-0.100124281051646
2,0.570953105965716,-7.09827041971206e-05,-0.196454418566918
2.0625,0.534904228205235,-7.54555993274597e-05,-0.287743201904362
2.125,0.485679814245,-7.59370956888846e-05,-0.371765820070731
2.1875,0.424491683748179,-7.21007821162165e-05,-0.446503033815492
2.25,0.352847063517922,-6.39566137733811e-05,-0.510182584218872
2.3125,0.272511373249957,-5.18541037608559e-05,-0.561311998596261
2.375,0.185464525618474,-3.64574752820808e-05,-0.598703699152295
2.4375,0.0938518574905061,-1.8695594858211e-05,-0.621493579750417
2.5,-6.90431605500049e-05,3.09125474309589e-07,-0.629154175726832
2.5625,-0.093984243454047,1.93276449758152e-05,-0.621503250483767
2.625,-0.185580671886938,3.71209529442507e-05,-0.598708140734001
2.6875,-0.27260317517547,5.25395777768497e-05,-0.56128564631901
2.75,-0.352910002611058,6.46183254619269e-05,-0.510096735958292
2.8125,-0.424525359653958,7.26581710819295e-05,-0.446334973030964
2.875,-0.48568776930468,7.62873370514241e-05,-0.371507425473029
2.9375,-0.534893101884957,7.54945649854088e-05,-0.287406953028991
3,-0.570931274856754,7.06296100582695e-05,-0.196075161487206
3.0625,-0.592915779000467,6.23690316089505e-05,-0.0997559323344952
3.125,-0.600305352052669,5.16491360338351e-05,-0.00084019727819367
3.1875,-0.59291729381678,3.95719289530043e-05,0.0981965725969034
3.25,-0.570932097185043,2.72935015712812e-05,0.194861963400993
3.3125,-0.534889257525641,1.590677704814e-05,0.286716541817972
3.375,-0.485674318466724,6.33151481041266e-06,0.371443033514539
3.4375,-0.424497414294203,-7.76263497103715e-07,0.446911659323965
3.5,-0.352863775424839,-5.08556432764467e-06,0.511238794701285
3.5625,-0.272536869207188,-6.61603283066172e-06,0.562836630654614
3.625,-0.185495047170592,-5.72556758503848e-06,0.600452206320293
3.6875,-0.0938827537692122,-3.06175314934557e-06,0.623194962758673
3.75,4.24881591270976e-05,5.17363344915596e-07,0.630552735544197
3.8125,0.0939659722063423,4.04464730466845e-06,0.62239676902656
3.875,0.185573152445617,6.55682907062277e-06,0.598976827004559
3.9375,0.272606962655746,7.20737352138159e-06,0.560907752190884
4,0.352923640982409,5.36754105052089e-06,0.509148883980298
4.0625,0.424545641222141,7.04894759293105e-07,0.44497760809412
4.125,0.48571030565668,-6.7694548192625e-06,0.369958037907196
4.1875,0.534913104694813,-1.66905385616791e-05,0.285905488832542
4.25,0.570944407656443,-2.83679651129195e-05,0.194847082846824
4.3125,0.592918928431111,-4.08505958584417e-05,0.0989785818164294
4.375,0.600297181458415,-5.30206828783853e-05,0.000617449190339847
4.4375,0.592898480769156,-6.3707103309779e-05,-0.0978477929675964
4.5,0.570905212740118,-7.18049995105712e-05,-0.194011613563437
4.5625,0.53485830872458,-7.63884924015884e-05,-0.285508267710455
4.625,0.485644035466995,-7.68042950472848e-05,-0.370070237188772
4.6875,0.424472408921105,-7.27367926855587e-05,-0.445586769506758
4.75,0.352847720791624,-6.42389568199071e-05,-0.510160589342961
4.8125,0.272531846303474,-5.17276409930156e-05,-0.562160608624075
4.875,0.185501174628791,-3.59456837002734e-05,-0.600268393795724
4.9375,0.093898166663382,-1.78962978990833e-05,-0.623516283944702
5,-2.13066972372137e-05,1.24280827282524e-06,-0.631315386366801
5.0625,-0.093943565518316,2.02172521989927e-05,-0.623472175093373
5.125,-0.185554282258396,3.77973954080593e-05,-0.60019302908593
5.1875,-0.272595762100259,5.28755542429886e-05,-0.56207670283405
5.25,-0.352922879375011,6.45519997115851e-05,-0.510095351671147
5.3125,-0.424556231396025,7.22036420747974e-05,-0.44556527231842
5.375,-0.485731141491423,7.55302766799678e-05,-0.370108916276384
5.4375,-0.534941257755016,7.45744502132673e-05,-0.285609961584456
5.5,-0.570975647964478,6.97125639458716e-05,-0.194163283530016
5.5625,-0.59294847673328,6.16168850675545e-05,-0.0980215671555885
5.625,-0.600320559161518,5.1190667022165e-05,0.00045990671507553
5.6875,-0.59291230635541,3.94813713803126e-05,0.0988790430026187
5.75,-0.570907803003154,2.75796514655919e-05,0.194842301516191
5.8125,-0.53484997790817,1.65138289008027e-05,0.286018908584986
5.875,-0.485627039144862,7.15063265388255e-06,0.370193318985188
5.9375,-0.424450542660466,1.12699113026017e-07,0.445315387499745
6,-0.3528256450456,-4.27828792024887e-06,0.509547660522408
6.0625,-0.272514257654094,-6.026697119681e-06,0.561309069289956
6.125,-0.185491970797834,-5.4536647902169e-06,0.599314133808002
6.1875,-0.0938997537753573,-3.15453800626462e-06,0.622606615882978
6.25,8.44145624231577e-06,7.23424943065185e-08,0.630586438194915
6.3125,0.0939209399334094,3.31802861645183e-06,0.623028655347913
6.375,0.185525148611816,5.66701303675093e-06,0.600093350975687
6.4375,0.272564528388638,6.30238780108711e-06,0.562325553649109
6.5,0.352894325222416,4.60150079353611e-06,0.510644605765383
6.5625,0.424534658142448,2.12372507114975e-07,0.446322857898503
6.625,0.485719607601503,-6.89712774437265e-06,0.37095405597472
