time,ax,ay,az
0,-8.09518129779603e-05,5.68436458936268e-06,-1.89941105967891
0.0625,-0.28182029068005,0.000126157113930027,-1.87562727003079
0.125,-0.55662679325761,0.000236728920660154,-1.80475566938001
0.1875,-0.817731894024247,0.000328783651832421,-1.68877255306654
0.25,-1.05870363173611,0.000395098707653001,-1.53085945345069
0.3125,-1.27360550902257,0.000430473463527063,-1.3352729403708
0.375,-1.45714319606896,0.00043227467729129,-1.10718287715414
0.4375,-1.60479537416131,0.000400823986044933,-0.852492075312234
0.5,-1.71292541304737,0.000339538536546109,-0.577649687899638
0.5625,-1.77887107245914,0.000254746533438899,-0.289468816093529
0.625,-1.80100999398081,0.000155140474952932,0.00504414740197417
0.6875,-1.77879938418802,5.08962140682286e-05,0.298844423089507
0.75,-1.71278896104266,-4.74416972531156e-05,0.584987464501344
0.8125,-1.60460692014507,-0.000130151906131382,0.85675366592615
0.875,-1.45691935435978,-0.000189428424343896,1.10776342827284
0.9375,-1.27336421101107,-0.000220217490301601,1.33208748924985
1,-1.05846148016985,-0.000220697853938022,1.52435675752454
1.0625,-0.817501863901456,-0.00019237102569675,1.67987409197361
1.125,-0.556416671211943,-0.000139788913426186,1.79472788549412
1.1875,-0.281632110701196,-6.99868536737666e-05,1.86590441641664
1.25,8.84919841287064e-05,8.29268033710731e-06,1.89139323127547
1.3125,0.281810745814272,8.55009006163017e-05,1.87027779583536
1.375,0.556599510078629,0.000152231988714148,1.80280266296484
1.4375,0.817689354321852,0.000200152840777098,1.69040865912421
1.5,1.0586510168853,0.000222847541199619,1.53572909782764
1.5625,1.27354978407322,0.000216507306579609,1.34254261116099
1.625,1.45709187677991,0.000180392313914201,1.1156815131276
1.6875,1.60475519519096,0.000116995076078264,0.860898229673278
1.75,1.71290113373173,3.18544278065333e-05,0.584695770590013
1.8125,1.77886463276883,-6.69908791782064e-05,0.294131033089934
1.875,1.80102017134288,-0.000169863337047739,-0.00339843073023077
1.9375,1.77882201274455,-0.000266516833292449,-0.300372879944932
2,1.71281767447864,-0.000347265312816539,-0.589363312294381
2.0625,1.60463428552306,-0.000404006904123631,-0.863229671863528
2.125,1.45693819440653,-0.000431006285625587,-1.1152975238701
2.1875,1.2733688787147,-0.000425354247730302,-1.33950915095328
2.25,1.05844885843733,-0.000387090983047492,-1.53054777886888
2.3125,0.817471912710719,-0.000319037331747895,-1.68393599374747
2.375,0.556372426057545,-0.00022641128028067,-1.79611106729853
2.4375,0.281579134373105,-0.00011631180936412,-1.86448068619635
2.5,-0.000143104868621393,2.86486273239166e-06,-1.88746246060183
2.5625,-0.281859632993769,0.00012203858467631,-1.86450968319156
2.625,-0.556636349125202,0.000232074672886401,-1.79612436444542
2.6875,-0.817709981386156,0.000324428922240309,-1.68385690203969
2.75,-1.0586541591901,0.000391804453459789,-1.53029019842835
2.8125,-1.27353727782437,0.000428797566706285,-1.33900493885481
2.875,-1.45706833358119,0.000432480554231089,-1.1145223219232
2.9375,-1.60472717749137,0.000402840338254004,-0.862220922286078
