time,ax,ay,az
0,4.33680868994202e-19,1.73472347597681e-18,-1.89941508933244
0.0625,4.33680868994202e-19,0,-1.87563083210353
0.125,4.33680868994202e-19,8.67361737988404e-19,-1.80475866511469
0.1875,4.33680868994202e-19,0,-1.68877489933453
0.25,1.0842021724855e-19,0,-1.5308610862841
0.3125,1.0842021724855e-19,0,-1.33527381743335
0.375,2.16840434497101e-19,4.33680868994202e-19,-1.10718297896368
0.4375,2.16840434497101e-19,0,-0.852491405184708
0.5,1.0842021724855e-19,4.33680868994202e-19,-0.577648270736989
0.5625,2.71050543121376e-20,0,-0.289466696262133
0.625,-1.27054942088145e-21,-1.6940658945086e-21,0.0050469087790656
0.6875,-1.35525271560688e-19,0,0.298847751082761
0.75,-1.0842021724855e-19,-2.16840434497101e-19,0.584991273259449
0.8125,-2.16840434497101e-19,0,0.856757861269062
0.875,-1.0842021724855e-19,-4.33680868994202e-19,1.1077679098775
0.9375,-4.33680868994202e-19,-4.33680868994202e-19,1.33209215243041
1,-4.33680868994202e-19,-4.33680868994202e-19,1.52436149471181
1.0625,-4.33680868994202e-19,-4.33680868994202e-19,1.67987879406814
1.125,-2.16840434497101e-19,0,1.79473244329243
1.1875,-6.50521303491303e-19,-1.73472347597681e-18,1.86590872228821
1.25,-6.50521303491303e-19,0,1.891397181205
1.3125,-6.50521303491303e-19,0,1.87028129185495
1.375,-8.67361737988404e-19,-8.67361737988404e-19,1.8028056159023
1.4375,-4.33680868994202e-19,-4.33680868994202e-19,1.69041099150581
1.5,-4.33680868994202e-19,-4.33680868994202e-19,1.53573074671247
1.5625,-4.33680868994202e-19,-4.33680868994202e-19,1.34254353066004
1.625,-4.33680868994202e-19,-8.67361737988404e-19,1.11568167637622
1.6875,-2.16840434497101e-19,-4.33680868994202e-19,0.860897630076106
1.75,-1.62630325872826e-19,0,0.584694422232676
1.8125,-1.0842021724855e-19,-1.0842021724855e-19,0.29412897029748
1.875,8.470329472543e-22,1.6940658945086e-21,-0.0034011546261896
1.9375,5.42101086242752e-20,0,-0.300376194502878
2,5.42101086242752e-20,2.16840434497101e-19,-0.589367132355003
2.0625,1.0842021724855e-19,2.16840434497101e-19,-0.863233900256173
2.125,1.0842021724855e-19,8.67361737988404e-19,-1.11530205426598
2.1875,4.33680868994202e-19,4.33680868994202e-19,-1.33951387073133
2.25,2.16840434497101e-19,8.67361737988404e-19,-1.53055257190488
2.3125,4.33680868994202e-19,0,-1.68394074308278
2.375,4.33680868994202e-19,8.67361737988404e-19,-1.79611565768262
2.4375,6.50521303491303e-19,0,-1.86448500652083
2.5,4.33680868994202e-19,8.67361737988404e-19,-1.88746640624994
2.5625,4.33680868994202e-19,0,-1.8645131583159
2.625,6.50521303491303e-19,8.67361737988404e-19,-1.79612728416406
